,Country,Region,Happiness Score,Economy (GDP per Capita),Family (Social Support),Health (Life Expectancy),Year
527,Russia,Central and Eastern Europe,61.79733032524911,61.525609999795975,89.96350364963504,52.49780893952673,2018
528,Kazakhstan,Central and Eastern Europe,61.42131979695432,61.09797761057062,92.21411192214113,55.30236634531113,2018
529,Cyprus,Western Europe,60.89490505734161,65.69502579474305,72.44525547445257,79.6669588080631,2018
530,Bolivia,Latin America and Caribbean,60.70689979319421,40.143990538528904,74.39172749391729,44.522348816827346,2018
531,Estonia,Central and Eastern Europe,60.4624929498026,64.14485838380118,93.18734793187349,64.59246275197195,2018
532,Paraguay,Latin America and Caribbean,59.372062417747706,44.63413062539499,92.57907542579076,53.900087642418924,2018
533,Peru,Latin America and Caribbean,59.0336529422824,49.92608144205859,75.97323600973237,59.07099035933392,2018
534,Kosovo,Central and Eastern Europe,59.014852415867644,45.70321159845834,74.81751824817519,50.65731814198071,2018
535,Moldova,Central and Eastern Europe,58.60124083474337,35.119309965131144,79.13625304136254,54.33829973707274,2018
536,Turkmenistan,Central and Eastern Europe,58.526038729084426,54.309313431618335,93.24817518248175,45.311130587204204,2018
537,Hungary,Central and Eastern Europe,58.225230306448594,62.594690972859325,85.2189781021898,64.15425065731813,2018
538,Libya,Middle East and Northern Africa,57.210001880052644,52.65223792337014,82.11678832116789,48.46625766871166,2018
539,Philippines,Southeastern Asia,56.42037977063359,41.42688770620493,79.80535279805353,44.96056091148116,2018
540,Honduras,Latin America and Caribbean,56.04436924233879,33.14151016496395,73.29683698296839,54.51358457493427,2018
541,Belarus,Central and Eastern Europe,55.64955818762925,55.53875655064119,91.11922141119221,61.34969325153373,2018
542,Turkey,Middle East and Northern Africa,55.64955818762925,61.36524785383646,83.94160583941606,60.12269938650307,2018
543,Pakistan,Southern Asia,55.44275239706713,34.85203972186531,49.27007299270073,37.1603856266433,2018
544,Hong Kong,Eastern Asia,54.653130287648054,75.10293835770054,78.46715328467154,90.27169149868537,2018
545,Portugal,Western Europe,54.277119759353276,63.503409799963165,86.92214111922142,77.47589833479404,2018
546,Serbia,Central and Eastern Europe,54.05151344237639,52.11769743683846,83.27250608272506,60.03505696757231,2018
547,Greece,Western Europe,53.299492385786806,61.685972145755464,73.11435523114356,77.03768624014022,2018
548,Lebanon,Middle East and Northern Africa,53.299492385786806,51.58315695030679,71.7153284671533,68.79929886064856,2018
549,Montenegro,Central and Eastern Europe,53.09268659522468,54.362767480271486,77.79805352798054,63.891323400525856,2018
550,Croatia,Central and Eastern Europe,52.60387290844144,59.60126424828193,70.62043795620438,64.59246275197195,2018
551,Dominican Republic,Latin America and Caribbean,52.24666290656138,52.491875777410634,87.65206812652069,53.81244522348817,2018
552,Algeria,Middle East and Northern Africa,52.115059221658214,52.33151363145113,70.19464720194647,60.21034180543383,2018
553,Morocco,Middle East and Northern Africa,51.34423763865388,41.6407039008176,48.47931873479319,58.632778264680105,2018
554,China,Eastern Asia,51.193833427335974,52.866054117982806,69.4647201946472,70.02629272567923,2018
555,Azerbaijan,Central and Eastern Europe,50.34780973867268,54.73694582084367,70.62043795620438,52.84837861524978,2018
556,Tajikistan,Central and Eastern Europe,50.31020868584321,25.337219061601463,70.92457420924573,52.41016652059597,2018
557,Macedonia,Central and Eastern Europe,50.04700131603684,51.262432658387766,75.36496350364963,60.56091148115688,2018
558,Jordan,Middle East and Northern Africa,49.595788682083096,43.93922799290381,76.94647201946472,56.52936021034181,2018
559,Nigeria,Sub-Saharan Africa,49.48298552359467,36.82983952203251,71.28953771289538,4.206836108676599,2018
560,Kyrgyzstan,Central and Eastern Europe,49.03177288964092,28.330645786178856,86.13138686131387,52.059596844872914,2018
561,Bosnia and Herzegovina,Central and Eastern Europe,48.99417183681143,48.9104545176484,65.57177615571777,66.43295354951798,2018
562,Mongolia,Eastern Asia,48.91896973115248,48.85700046899523,92.2749391727494,50.39439088518842,2018
563,Vietnam,Southeastern Asia,48.50535815002821,38.219644787014865,83.02919708029196,61.52497808939527,2018
564,Indonesia,Southeastern Asia,48.31735288588081,48.055189739197715,73.9051094890511,45.74934268185802,2018
565,Bhutan,Southern Asia,48.11054709531867,42.549422727921446,81.2043795620438,46.18755477651184,2018
566,Somalia,-,46.23049445384472,0.0,43.30900243309003,10.078878177037687,2018
567,Cameroon,Sub-Saharan Africa,46.09889076894153,28.597916029444693,54.19708029197081,15.950920245398773,2018
568,Bulgaria,Central and Eastern Europe,45.309268659522466,56.340567280438705,92.15328467153284,62.40140227870289,2018
569,Nepal,Southern Asia,44.312840759541274,22.71797067759625,74.69586374695864,47.239263803680984,2018
570,Venezuela,Latin America and Caribbean,42.92160180485054,53.240232458554985,89.35523114355232,57.58106923751096,2018
571,Gabon,Sub-Saharan Africa,42.019176536943036,55.378394404681686,70.8029197080292,35.40753724802805,2018
572,Palestinian Territories,Middle East and Northern Africa,41.73716864072195,34.317499235333635,74.02676399026765,52.760736196319016,2018
573,South Africa,Sub-Saharan Africa,41.3799586388419,50.24680573397758,85.76642335766424,28.92199824715162,2018
574,Iran,Middle East and Northern Africa,41.060349689791316,56.60783752370454,46.89781021897811,60.56091148115688,2018
575,Ivory Coast,Sub-Saharan Africa,40.3835307388607,28.918640321363696,53.04136253041363,7.011393514460999,2018
576,Ghana,Sub-Saharan Africa,40.12032336905434,31.644796802675245,54.50121654501216,29.53549517966696,2018
577,Senegal,Sub-Saharan Africa,39.63150968227111,22.93178687220892,67.9440389294404,37.949167397020155,2018
578,Laos,Southeastern Asia,39.481105470953196,38.486915030280706,62.895377128953776,38.65030674846626,2018
579,Tunisia,Middle East and Northern Africa,38.898289152096254,48.10864378785089,55.1094890510949,60.47326906222611,2018
580,Albania,Central and Eastern Europe,38.785485993607836,48.96390856630157,49.695863746958636,69.23751095530237,2018
581,Sierra Leone,Sub-Saharan Africa,38.503478097386726,13.684236455210918,49.45255474452554,0.0,2018
582,Congo (Brazzaville),Sub-Saharan Africa,38.27787178040986,36.45566118146034,49.330900243309,30.061349693251536,2018
583,Bangladesh,Southern Asia,37.168640721940214,28.43755388348519,51.70316301703163,50.74496056091148,2018
584,Sri Lanka,Southern Asia,36.62342545591277,49.0708166636079,79.92700729927009,58.895705521472394,2018
585,Iraq,Middle East and Northern Africa,36.341417559691685,53.98858913969933,59.06326034063261,46.976336546888696,2018
586,Mali,Sub-Saharan Africa,36.17221282195902,19.77799800167203,75.00000000000001,13.321647677475898,2018
587,Namibia,-,36.059409663470575,46.71883852286853,77.91970802919708,31.989482909728306,2018
588,Cambodia,Southeastern Asia,35.90900545215266,29.346272710589044,66.1800486618005,40.05258545135846,2018
589,Burkina Faso,Sub-Saharan Africa,35.739800714420014,16.784571277094642,66.72749391727494,22.261174408413673,2018
590,Egypt,Middle East and Northern Africa,35.6457980823463,47.30683305805337,62.34793187347931,48.46625766871166,2018
591,Mozambique,Sub-Saharan Africa,35.60819702951682,10.583901633327194,54.8661800486618,15.162138475021909,2018
592,Kenya,Sub-Saharan Africa,35.476593344613654,26.35284598601165,63.7469586374696,39.78965819456617,2018
593,Zambia,Sub-Saharan Africa,34.85617597292724,30.041175343080223,63.68613138686131,25.854513584574935,2018
594,Mauritania,Sub-Saharan Africa,34.46136491821771,29.773905099814385,75.72992700729928,25.591586327782643,2018
595,Ethiopia,Sub-Saharan Africa,34.348561759729265,16.463846985175635,57.785888077858885,34.268185801928134,2018
596,Georgia,Central and Eastern Europe,34.16055649558188,45.596303501152,36.009732360097324,56.35407537248028,2018
597,Armenia,Central and Eastern Europe,33.803346493701824,43.6185037009848,60.21897810218978,58.36985100788782,2018
598,Myanmar,Southeastern Asia,33.55893965031021,36.45566118146034,71.41119221411192,37.598597721297104,2018
599,Chad,Sub-Saharan Africa,33.42733596540704,19.13654941783402,55.17031630170317,4.645048203330412,2018
600,Congo (Kinshasa),Sub-Saharan Africa,32.37450648618162,3.6883293570685685,69.09975669099757,17.879053461875547,2018
601,India,Southern Asia,31.340477533370947,38.54036907893387,45.43795620437957,42.5065731814198,2018
602,Niger,Sub-Saharan Africa,30.889264899417196,7.002480373564962,52.737226277372265,19.36897458369851,2018
603,Uganda,Sub-Saharan Africa,30.79526226734348,17.212203666319983,66.30170316301704,20.771253286590706,2018
604,Benin,Sub-Saharan Africa,30.419251739048697,20.205630390897372,22.62773722627737,21.034180543382995,2018
605,Sudan,Sub-Saharan Africa,30.38165068621922,32.33969943516642,75.42579075425792,27.344434706397898,2018
606,Ukraine,Central and Eastern Europe,29.704831735288582,42.38906058196194,85.94890510948906,53.37423312883436,2018
607,Togo,Sub-Saharan Africa,27.74957698815567,13.844598601170421,28.832116788321166,22.17353198948291,2018
608,Guinea,Sub-Saharan Africa,27.091558563639783,18.38819273668967,48.17518248175183,18.492550394390882,2018
609,Lesotho,Sub-Saharan Africa,24.1586764429404,25.23031096429513,73.9051094890511,6.923751095530236,2018
610,Angola,Sub-Saharan Africa,23.91426959954879,39.02145551681238,68.43065693430658,23.57581069237511,2018
611,Madagascar,Sub-Saharan Africa,23.51945854483926,14.004960747129925,55.231143552311444,35.232252410166524,2018
612,Zimbabwe,Sub-Saharan Africa,21.977815378830613,19.08309536918085,66.54501216545013,21.735319894829097,2018
613,Afghanistan,Southern Asia,20.849783793946234,17.746744152851658,32.66423357664234,22.348816827344432,2018
614,Botswana,Sub-Saharan Africa,20.060161684527163,54.362767480271486,71.41119221411192,36.54688869412796,2018
615,Malawi,Sub-Saharan Africa,20.003760105282954,9.942453049489183,32.907542579075425,26.818580192813318,2018
616,Haiti,Latin America and Caribbean,19.909757473209247,16.83802532574781,43.43065693430657,25.328659070990355,2018
617,Liberia,Sub-Saharan Africa,18.274111675126907,4.062507697640741,52.18978102189781,23.400525854513585,2018
618,Syria,Middle East and Northern Africa,17.6536943034405,36.82983952203251,23.2360097323601,47.239263803680984,2018
619,Rwanda,Sub-Saharan Africa,16.638465877044556,17.746744152851658,54.50121654501216,35.056967572305,2018
620,Yemen,Middle East and Northern Africa,15.642037977063358,23.626689504700103,65.2676399026764,30.061349693251536,2018
621,Tanzania,Sub-Saharan Africa,14.664410603496897,24.32159213719128,60.27980535279806,33.391761612620506,2018
622,South Sudan,-,13.743184809174657,18.0140143961175,36.982968369829685,15.512708150744958,2018
623,Central African Republic,Sub-Saharan Africa,10.528294792254187,1.2828971676760237,0.0,0.8764241893076249,2018
624,Burundi,Sub-Saharan Africa,7.181801090430527,4.864318427438255,38.13868613138686,12.708150744960559,2018
625,Finland,Western Europe,98.62756157172403,71.62842519524466,96.53284671532847,86.41542506573181,2019
626,Denmark,Western Europe,95.45027260763302,73.92694928733086,95.68126520681265,87.29184925503944,2019
627,Norway,Western Europe,94.58544839255502,79.53962439591346,96.22871046228711,90.09640666082383,2019
628,Iceland,Western Europe,93.45741680767064,73.76658714137136,98.78345498783456,89.92112182296232,2019
629,Netherlands,Western Europe,93.3446136491822,74.62185191982203,92.57907542579076,87.55477651183172,2019
630,Switzerland,Western Europe,93.19420943786429,77.61527864439942,92.82238442822384,92.19982471516214,2019
631,Sweden,Western Europe,90.61853731904496,74.14076548194353,90.45012165450123,88.43120070113935,2019
632,New Zealand,Australia and New Zealand,89.94171836811434,69.65062539507744,94.7080291970803,89.92112182296232,2019
633,Canada,North America,89.39650310208685,72.96477641157384,91.54501216545012,91.06047326906221,2019
634,Austria,Western Europe,88.79488625681522,73.55277094675868,89.72019464720195,89.04469763365469,2019
635,Australia,Australia and New Zealand,88.45647678134989,73.33895475214602,94.16058394160585,90.79754601226993,2019
636,Costa Rica,Latin America and Caribbean,87.30964467005077,55.27148630737535,87.65206812652069,84.39964943032427,2019
637,Israel,Middle East and Northern Africa,86.78322993043807,68.20736608144192,88.50364963503651,90.18404907975459,2019
638,Luxembourg,Western Europe,85.86200413611583,86.00756428294675,89.96350364963504,88.69412795793164,2019
639,United Kingdom,Western Europe,85.1851851851852,71.25424685467247,93.55231143552312,87.29184925503944,2019
640,Ireland,Western Europe,84.56476781349878,80.12761893109831,94.4647201946472,87.55477651183172,2019
641,Germany,Western Europe,83.88794886256817,73.39240880079917,88.44282238442823,86.50306748466258,2019
642,Belgium,Western Europe,82.72231622485432,72.48368997369535,91.48418491484186,86.41542506573181,2019
643,United States,North America,82.13949990599738,76.59965171998925,88.62530413625305,76.59947414548641,2019
644,Czech Republic,Central and Eastern Europe,81.38747884940781,67.83318774086973,90.45012165450123,80.6310254163015,2019
645,United Arab Emirates,Middle East and Northern Africa,80.87986463620982,80.34143512571097,79.683698296837,72.30499561787906,2019
646,Malta,Western Europe,79.0186125211506,69.49026324911794,92.45742092457422,87.55477651183172,2019
647,Mexico,Latin America and Caribbean,76.5557435608197,57.19583205888939,80.47445255474453,75.4601226993865,2019
648,France,Western Europe,76.49934198157547,70.77316041679397,89.53771289537713,91.58632778264679,2019
649,Taiwan,Eastern Asia,73.7544651250235,73.12513855753335,86.98296836982968,80.10517090271692,2019
650,Chile,Latin America and Caribbean,73.71686407219403,61.95324238902131,83.27250608272506,80.6310254163015,2019
651,Guatemala,Latin America and Caribbean,73.56645986087611,42.76323892253412,77.1897810218978,65.38124452234881,2019
652,Saudi Arabia,Middle East and Northern Africa,72.419627749577,74.9960302603942,82.54257907542579,69.67572304995619,2019
653,Qatar,Middle East and Northern Africa,72.40082722316225,90.01661793193432,79.8661800486618,76.33654688869413,2019
654,Spain,Western Europe,72.02481669486747,68.7419065679736,90.2676399026764,93.07624890446976,2019
655,Panama,Latin America and Caribbean,71.40439932318105,61.41870190248962,87.71289537712896,79.75460122699387,2019
656,Brazil,Latin America and Caribbean,71.00958826847152,53.66786484778032,87.53041362530415,70.28921998247152,2019
657,Uruguay,Latin America and Caribbean,70.87798458356835,60.082350686160446,89.11192214111922,78.08939526730938,2019
658,Singapore,Southeastern Asia,70.29516826471142,84.02976448277954,88.99026763990268,100.0,2019
659,El Salvador,Latin America and Caribbean,70.12596352697877,42.442514630615115,75.54744525547446,69.1498685363716,2019
660,Italy,Western Europe,69.56194773453657,69.16953895719894,90.51094890510949,91.06047326906221,2019
661,Bahrain,Middle East and Northern Africa,69.11073510058281,72.80441426561435,83.2116788321168,76.33654688869413,2019
662,Slovakia,Central and Eastern Europe,69.09193457416809,66.6037446218469,91.48418491484186,77.21297107800176,2019
663,Trinidad & Tobago,-,68.97913141567965,65.80193389204938,89.8418491484185,62.48904469763366,2019
664,Poland,Central and Eastern Europe,68.79112615153225,64.46558267572019,87.46958637469587,77.47589833479404,2019
665,Uzbekistan,Central and Eastern Europe,68.64072194021435,39.823266246609904,93.00486618004867,66.25766871165644,2019
666,Lithuania,Central and Eastern Europe,68.17070877984584,66.17611223262155,92.15328467153284,71.69149868536371,2019
667,Colombia,Latin America and Caribbean,67.7194961458921,52.65223792337014,85.76642335766424,73.70727432077125,2019
668,Slovenia,Central and Eastern Europe,67.58789246098893,67.2451932056849,92.63990267639902,83.52322524101665,2019
669,Nicaragua,Latin America and Caribbean,67.34348561759731,37.09710976529835,80.59610705596107,73.18141980718667,2019
670,Kosovo,Central and Eastern Europe,67.2494829855236,47.14647091209387,74.93917274939173,66.43295354951798,2019
671,Argentina,Latin America and Caribbean,66.98627561571725,58.37182112925908,87.10462287104623,77.21297107800176,2019
672,Romania,Central and Eastern Europe,66.68546719308142,62.1136045349808,74.93917274939173,72.30499561787906,2019
673,Cyprus,Western Europe,66.23425455912766,67.51246344895073,74.39172749391729,91.32340052585451,2019
674,Ecuador,Latin America and Caribbean,65.89584508366234,48.75009237168889,79.80535279805353,76.07361963190183,2019
675,Kuwait,Middle East and Northern Africa,65.76424139875917,80.18107297975148,80.23114355231144,70.8150744960561,2019
676,Thailand,Southeastern Asia,65.51983455536757,56.12675108582603,85.70559610705597,72.56792287467132,2019
677,Latvia,Central and Eastern Europe,64.24139875916526,63.44995575131001,89.11192214111922,71.16564417177914,2019
678,South Korea,Eastern Asia,63.39537507050198,69.54371729777111,74.1484184914842,90.79754601226993,2019
679,Estonia,Central and Eastern Europe,63.3577740176725,66.12265818396838,92.9440389294404,76.59947414548641,2019
680,Jamaica,Latin America and Caribbean,63.30137243842828,44.42031443078231,89.90267639902677,72.83085013146362,2019
681,Mauritius,Sub-Saharan Africa,63.2637713855988,59.86853449154778,85.27980535279805,69.93865030674847,2019
682,Japan,Eastern Asia,63.22617033276933,70.93352256275347,86.3138686131387,95.3549517966696,2019
683,Honduras,Latin America and Caribbean,62.7373566459861,34.317499235333635,75.18248175182482,72.56792287467132,2019
684,Kazakhstan,Central and Eastern Europe,61.778529798834384,62.701599070165656,91.72749391727496,63.891323400525856,2019
685,Bolivia,Latin America and Caribbean,61.214514006392186,41.480341754858095,73.54014598540147,61.87554776511831,2019
686,Hungary,Central and Eastern Europe,60.81970295168265,64.19831243245436,85.76642335766424,72.56792287467132,2019
687,Paraguay,Latin America and Caribbean,60.53769505546157,45.70321159845834,89.72019464720195,68.09815950920246,2019
688,Northern Cyprus,-,60.067681895093074,67.51246344895073,76.15571776155718,91.32340052585451,2019
689,Peru,Latin America and Caribbean,59.67287084038354,51.31588670704094,77.49391727493918,74.84662576687117,2019
690,Portugal,Western Europe,59.59766873472457,65.26739340551771,87.04379562043798,87.55477651183172,2019
691,Pakistan,Southern Asia,58.84564767813498,36.1883909381945,53.89294403892945,46.88869412795793,2019
692,Russia,Central and Eastern Europe,58.7516450460613,63.23613955669734,88.32116788321169,63.62839614373357,2019
693,Philippines,Southeastern Asia,58.43203609701073,43.1374172631063,78.64963503649635,57.58106923751096,2019
694,Serbia,Central and Eastern Europe,57.905621357398005,53.66786484778032,84.12408759124088,74.84662576687117,2019
695,Moldova,Central and Eastern Europe,56.514382402707284,36.616023327419846,80.7785888077859,64.76774758983348,2019
696,Libya,Middle East and Northern Africa,56.43918029704833,55.80602679390702,79.25790754257908,58.98334794040316,2019
697,Montenegro,Central and Eastern Europe,56.40157924421884,56.1802051344792,82.78588807785889,76.33654688869413,2019
698,Tajikistan,Central and Eastern Europe,55.34874976499342,26.35284598601165,66.78832116788323,62.927256792287466,2019
699,Croatia,Central and Eastern Europe,54.69073134047755,61.739426194408644,77.00729927007299,80.10517090271692,2019
700,Hong Kong,Eastern Asia,54.653130287648054,76.86692196325508,77.67639902676399,98.33479404031551,2019
701,Dominican Republic,Latin America and Caribbean,54.55912765557436,54.255859382965156,85.2189781021898,68.27344434706399,2019
702,Bosnia and Herzegovina,Central and Eastern Europe,53.82590712539952,50.51407597724342,73.72262773722628,74.0578439964943,2019
703,Turkey,Middle East and Northern Africa,53.58150028200791,63.23613955669734,82.72506082725062,70.8150744960561,2019
704,Malaysia,Southeastern Asia,52.94228238390677,65.26739340551771,71.22871046228711,72.56792287467132,2019
705,Belarus,Central and Eastern Europe,52.64147396127093,57.035469912929884,89.11192214111922,69.1498685363716,2019
706,Greece,Western Europe,51.9646550103403,63.129231459391,70.31630170316302,87.55477651183172,2019
707,Mongolia,Eastern Asia,51.927053957510815,50.674438123202926,93.12652068126522,58.45749342681859,2019
708,North Macedonia,-,51.72024816694868,52.5453298260638,78.71046228710463,73.44434706397897,2019
709,Nigeria,Sub-Saharan Africa,51.551043429216016,37.20401786260468,67.57907542579076,21.47239263803681,2019
710,Kyrgyzstan,Central and Eastern Europe,51.47584132355707,29.45318080789538,87.46958637469587,63.36546888694128,2019
711,Turkmenistan,Central and Eastern Europe,51.21263395375071,56.23365918313237,93.55231143552312,57.58106923751096,2019
712,Algeria,Middle East and Northern Africa,50.535815002820094,53.560956750473984,70.55961070559611,68.79929886064856,2019
713,Morocco,Middle East and Northern Africa,50.47941342357587,42.816692971187294,47.566909975669105,68.53637160385627,2019
714,Azerbaijan,Central and Eastern Europe,50.47941342357587,55.75257274525386,69.76885644768856,67.39702015775636,2019
715,Lebanon,Middle East and Northern Africa,50.272607633013735,52.759146020676475,74.45255474452554,71.42857142857142,2019
716,Indonesia,Southeastern Asia,50.17860500094004,49.765719296099086,73.17518248175183,57.84399649430324,2019
717,China,Eastern Asia,50.159804474525295,55.004216064109514,68.43065693430658,78.2646801051709,2019
718,Vietnam,Southeastern Asia,49.858996051889456,39.60945005199723,81.8734793187348,74.58369851007888,2019
719,Bhutan,Southern Asia,48.11054709531867,43.4581415550253,80.35279805352799,52.936021034180534,2019
720,Cameroon,Sub-Saharan Africa,47.39612709155856,29.346272710589044,55.352798053527984,29.009640666082387,2019
721,Bulgaria,Central and Eastern Europe,46.77570971987217,58.37182112925908,92.0316301703163,71.42857142857142,2019
722,Ghana,Sub-Saharan Africa,46.49370182365107,32.66042372708544,52.798053527980535,42.594215600350566,2019
723,Ivory Coast,Sub-Saharan Africa,45.51607445008461,30.41535368365239,49.14841849148419,20.3330411919369,2019
724,Nepal,Southern Asia,44.93325813122768,23.84050569931277,74.5742092457421,59.33391761612621,2019
725,Jordan,Middle East and Northern Africa,44.8016544463245,44.74103872270132,74.51338199513383,71.42857142857142,2019
726,Benin,Sub-Saharan Africa,44.36924233878549,21.007441120694885,26.581508515815088,34.79404031551271,2019
727,Congo (Brazzaville),Sub-Saharan Africa,43.034404963338986,35.97457474358183,48.600973236009736,44.522348816827346,2019
728,Gabon,Sub-Saharan Africa,42.78999811994737,56.50092942639821,71.95863746958638,50.04382120946538,2019
729,Laos,Southeastern Asia,42.733596540703154,40.83889317102008,62.65206812652069,48.29097283085014,2019
730,South Africa,Sub-Saharan Africa,41.342357586012426,51.31588670704094,82.17761557177616,41.104294478527606,2019
731,Albania,Central and Eastern Europe,41.285956006768195,50.62098407454976,51.58150851581509,76.59947414548641,2019
732,Venezuela,Latin America and Caribbean,41.060349689791316,51.31588670704094,86.80048661800487,70.5521472392638,2019
733,Cambodia,Southeastern Asia,40.92874600488815,30.68262392691823,68.24817518248176,55.828220858895705,2019
734,Palestinian Territories,Middle East and Northern Africa,40.85354389922918,35.119309965131144,75.85158150851584,58.895705521472394,2019
735,Senegal,Sub-Saharan Africa,40.57153600300809,24.054321893925444,68.97810218978103,50.04382120946538,2019
736,Somalia,-,40.327129159616476,0.0,42.45742092457421,23.488168273444348,2019
737,Namibia,-,39.78191389358903,46.986108766134365,79.8661800486618,41.8054338299737,2019
738,Niger,Sub-Saharan Africa,39.57510810302689,7.376658714137137,47.080291970802925,32.077125328659065,2019
739,Burkina Faso,Sub-Saharan Africa,38.804286520022565,17.693290104198493,64.23357664233578,33.30411919368974,2019
740,Armenia,Central and Eastern Europe,38.27787178040986,45.4359413551925,64.17274939172749,71.42857142857142,2019
741,Iran,Middle East and Northern Africa,38.07106598984772,58.79945351848443,51.21654501216545,68.79929886064856,2019
742,Guinea,Sub-Saharan Africa,37.807858620041365,20.312538488203707,50.4257907542579,32.86590709903594,2019
743,Georgia,Central and Eastern Europe,37.52585072382028,47.36028710670654,40.510948905109494,65.90709903593338,2019
744,Gambia,-,37.46944914457605,16.463846985175635,57.11678832116789,37.51095530236634,2019
745,Kenya,Sub-Saharan Africa,37.33784545967288,27.368472910421836,59.79318734793188,50.920245398773,2019
746,Mauritania,Sub-Saharan Africa,36.98063545779283,30.468807732305557,70.98540145985403,42.857142857142854,2019
747,Mozambique,Sub-Saharan Africa,36.52942282383908,10.9046259252462,59.975669099756686,34.18054338299737,2019
748,Tunisia,Middle East and Northern Africa,36.435420191765374,49.2311788095674,60.82725060827251,71.42857142857142,2019
749,Bangladesh,Southern Asia,36.341417559691685,30.041175343080223,56.44768856447689,63.36546888694128,2019
750,Iraq,Middle East and Northern Africa,35.98420755781163,55.75257274525386,59.61070559610706,50.306748466257666,2019
751,Congo (Kinshasa),Sub-Saharan Africa,35.626997555931574,5.0246805733977595,68.43065693430658,31.288343558282207,2019
752,Mali,Sub-Saharan Africa,35.100582816318855,20.579808731469544,67.21411192214111,26.993865030674847,2019
753,Sierra Leone,Sub-Saharan Africa,34.799774393683016,14.32568503904893,51.15571776155717,21.20946538124452,2019
754,Sri Lanka,Southern Asia,34.649370182365104,50.72789217185609,76.94647201946472,72.83085013146362,2019
755,Myanmar,Southeastern Asia,34.53656702387668,37.95237454374903,71.83698296836984,48.64154250657319,2019
756,Chad,Sub-Saharan Africa,34.348561759729265,18.708917028608678,46.593673965936745,16.827344434706397,2019
757,Ukraine,Central and Eastern Europe,34.01015228426396,43.83231989559747,84.54987834549878,64.76774758983348,2019
758,Ethiopia,Sub-Saharan Africa,33.14532806918593,17.960560347464334,62.834549878345506,46.625766871165645,2019
759,Swaziland,Sub-Saharan Africa,31.754089114495205,43.35123345771897,69.89051094890512,0.0,2019
760,Uganda,Sub-Saharan Africa,31.3216770069562,17.746744152851658,65.02433090024331,38.82559158632778,2019
761,Egypt,Middle East and Northern Africa,30.889264899417196,48.803546420342066,63.19951338199513,56.44171779141104,2019
762,Zambia,Sub-Saharan Africa,29.78003384094755,30.8964401215309,64.35523114355232,37.335670464504815,2019
763,Togo,Sub-Saharan Africa,29.366422259823278,14.699863379621107,34.79318734793187,35.93339176161262,2019
764,India,Southern Asia,28.0503854107915,40.35780673314158,46.53284671532847,51.53374233128834,2019
765,Liberia,Sub-Saharan Africa,27.298364354201922,3.902145551681238,56.08272506082726,38.82559158632778,2019
766,Comoros,Sub-Saharan Africa,27.260763301372435,14.646409330967938,46.04622871046229,44.25942156003506,2019
767,Madagascar,Sub-Saharan Africa,26.50874224478285,14.646409330967938,55.717761557177624,48.64154250657319,2019
768,Lesotho,Sub-Saharan Africa,24.045873284451968,26.139029791398983,71.10705596107056,14.723926380368098,2019
769,Burundi,Sub-Saharan Africa,23.538259071253993,2.458886238045712,27.18978102189781,33.30411919368974,2019
770,Zimbabwe,Sub-Saharan Africa,21.432600112803158,19.56418180705936,67.76155717761559,37.949167397020155,2019
771,Haiti,Latin America and Caribbean,20.191765369430346,17.265657714973152,41.84914841849148,39.35144609991236,2019
772,Botswana,Sub-Saharan Africa,18.142507990223727,55.64566464794753,69.64720194647202,47.15162138475022,2019
773,Syria,Middle East and Northern Africa,17.6536943034405,33.088056116310774,22.99270072992701,38.562664329535494,2019
774,Malawi,Sub-Saharan Africa,16.67606692987404,10.20972329275502,34.06326034063261,43.38299737072743,2019
775,Yemen,Middle East and Northern Africa,16.112051137431845,15.341311963459114,70.74209245742094,40.57843996494304,2019
776,Rwanda,Sub-Saharan Africa,15.247226922353827,19.190003466487184,43.24817518248175,53.81244522348817,2019
777,Tanzania,Sub-Saharan Africa,13.310772701635642,25.444127158907797,53.83211678832117,43.73356704645048,2019
778,Afghanistan,Southern Asia,12.784357962022932,18.708917028608678,31.447688564476888,31.638913234005255,2019
779,Central African Republic,Sub-Saharan Africa,10.528294792254187,1.389805264982359,0.0,9.202453987730062,2019
780,South Sudan,-,6.204173716864075,16.3569388878693,34.975669099756686,25.854513584574935,2019
781,Finland,Western Europe,99.37394406843394,68.69858254262665,91.21203801703163,84.24815118317265,2020
782,Denmark,Western Europe,96.30757364166197,70.930770962145,91.45068138686132,85.83107502191059,2020
783,Switzerland,Western Europe,94.69636786990036,74.34251442507275,89.56225103406327,91.19484531113058,2020
784,Iceland,Western Europe,93.65482068057908,70.90688149253712,94.13427536496351,87.71633707274322,2020
785,Norway,Western Europe,93.34461206993797,76.129647910018,90.94723242092458,88.34985968448728,2020
786,Netherlands,Western Europe,92.60951725888326,71.57210290924885,89.02955809002432,85.5105472392638,2020
787,Sweden,Western Europe,90.81594075954129,70.67882615499018,87.1865998783455,86.4566574057844,2020
788,New Zealand,North America and ANZ,89.80259680391052,66.4069222711118,90.46340510948906,88.3556791411043,2020
789,Austria,Western Europe,89.70107057717617,70.4142452383661,87.43582268856449,87.72423558282209,2020
790,Luxembourg,Western Europe,88.63508537319045,82.14155628740343,84.39953886861313,86.45422304995618,2020
791,Canada,North America and ANZ,88.5335591276556,69.57833750728398,87.31094300486617,89.61454382120945,2020
